MONTH,ZONA,CAT,NUM_SKUS_TURBO,USERS_TURBO,ORDERS_TURBO,TOTAL_PRICE_USD_TURBO,SOLD_UNITS_TURBO,AVG_TICKET_TURBO,MDOWN_AVG_TURBO,NUM_SKUS_CARULLA,USERS_CARULLA,ORDERS_CARULLA,TOTAL_PRICE_USD_CARULLA,SOLD_UNITS_CARULLA,AVG_TICKET_CARULLA,MDOWN_AVG_CARULLA,NPI,AOV_TURBO,BASKET_SIZE_TURBO,FRQUENCY_TURBO,AOV_CARULLA,BASKET_SIZE_CARULLA,FRQUENCY_CARULLA
2023-04-01,Cali y Bucaramanga,VINOS,102,1299,1892,32773.78,2566,12.7819552,0.1093189334,68,227,267,6497.88,448,14.34657389,0.2470821278,0.8909413006,17.32229387,1.356237,1.456505,24.33662921,1.677903,1.176211
2023-04-01,Costa,VINOS,107,1513,2225,35886,3067,11.60498653,0.09127090621,62,197,219,4816.26,338,14.47777092,0.2431585827,0.8015727415,16.12853933,1.378427,1.470588,21.99205479,1.543379,1.111675
2023-04-01,Costa,VINOS,82,748,1156,26962.56,1713,15.72906797,0.1382867669,58,243,291,8073.26,488,16.47226469,0.2752416629,0.9548819345,23.32401384,1.481834,1.545455,27.74316151,1.676976,1.197531
2023-04-01,Expansión - Centro,VINOS,24,74,89,1003.6,117,8.901152482,0.04579754663,12,23,26,464.98,35,12.92262821,0.1315527769,0.6888035732,11.27640449,1.314607,1.202703,17.88384615,1.346154,1.130435
2023-04-01,Medellín,VINOS,143,5593,9214,152059.86,13188,11.65145316,0.08276198243,119,864,1032,24809.52,1787,14.1844482,0.2295798241,0.8214244924,16.50313219,1.4313,1.647416,24.04023256,1.731589,1.194444
2023-05-01,Bogotá,VINOS,149,10896,16565,272552.77,22711,12.10985671,0.09897383675,129,2283,2785,62682.97,4502,14.06654272,0.2134654495,0.8608978729,16.45353275,1.371023,1.520283,22.50735009,1.616517,1.219886
2023-05-01,Bogotá,VINOS,43,96,133,1971.73,176,11.19354312,0.09132236623,29,53,69,1284.78,114,11.52461111,0.1665981855,0.971272958,14.82503759,1.323308,1.385417,18.62,1.652174,1.301887
2023-05-01,Cali y Bucaramanga,VINOS,99,1416,2103,36357.79,2901,12.57056223,0.1183928733,58,190,219,4732.64,360,13.50062103,0.2218582197,0.9311099248,17.28853543,1.379458,1.485169,21.61022831,1.643836,1.152632
2023-05-01,Costa,VINOS,99,1523,2310,36600.4,3223,11.41998613,0.08884173727,50,142,157,3590.84,252,14.23021609,0.2290725825,0.8025167057,15.844329,1.395238,1.516743,22.87159236,1.605096,1.105634
2023-05-01,Costa,VINOS,75,617,934,20997.86,1344,15.55007897,0.1408452974,52,170,197,5207.36,323,16.67397528,0.2559910973,0.9325957793,22.48164882,1.438972,1.513776,26.43329949,1.639594,1.158824
2023-05-01,Expansión - Centro,VINOS,31,82,104,1197.04,133,8.761276758,0.01696474945,18,43,66,1048.78,93,11.62586957,0.15873616,0.7536018454,11.51,1.278846,1.268293,15.89060606,1.409091,1.534884
2023-05-01,Medellín,VINOS,139,5829,9339,152019.47,13129,11.67879749,0.09202148251,104,768,917,19407.68,1479,13.20747254,0.2126652092,0.8842568067,16.27791734,1.405825,1.602162,21.16431843,1.612868,1.19401
2023-06-01,Bogotá,VINOS,45,114,157,2386.98,224,10.78341085,0.09472533898,26,58,79,1364.94,132,10.9696988,0.156494983,0.9830179528,15.20369427,1.426752,1.377193,17.27772152,1.670886,1.362069
2023-06-01,Bogotá,VINOS,146,10782,16638,273553.8,22977,12.03041257,0.1067917778,136,2027,2417,53302.99,3887,13.83867874,0.2081752608,0.8693324553,16.44150739,1.380995,1.543127,22.05336781,1.608192,1.192403
2023-06-01,Cali y Bucaramanga,VINOS,94,1315,2014,36819.64,2810,13.03103933,0.1277621279,64,169,195,4451.06,310,14.48101651,0.195031819,0.8998704838,18.28184707,1.395233,1.531559,22.82594872,1.589744,1.153846
2023-06-01,Costa,VINOS,103,1485,2189,36288.34,3103,11.67615069,0.103789028,56,121,140,3437.38,244,14.88941167,0.185364327,0.7841915417,16.57758794,1.417542,1.474074,24.55271429,1.742857,1.157025
2023-06-01,Costa,VINOS,83,662,965,22699.07,1436,15.71130551,0.1676933083,58,187,217,6199.88,355,17.23198264,0.2150842641,0.9117526313,23.52235233,1.488083,1.457704,28.57087558,1.635945,1.160428
2023-06-01,Expansión - Centro,VINOS,28,59,82,857.72,106,8.384127907,0.03373384091,14,27,33,481.51,46,10.44265766,0.08786474715,0.8028730024,10.46,1.292683,1.389831,14.59121212,1.393939,1.222222
2023-06-01,Medellín,VINOS,139,5702,9362,147087.47,13244,11.29603354,0.07562826778,118,699,813,17845.94,1345,13.34910471,0.1800915712,0.8462015832,15.71111621,1.414655,1.64188,21.95072571,1.654367,1.16309
2023-07-01,Bogotá,VINOS,140,11343,17719,284798.64,24250,11.92638999,0.1397769484,121,1725,2029,42113.2,3165,13.47227382,0.1836989063,0.8852544229,16.07306507,1.368587,1.562109,20.75564317,1.559882,1.176232
2023-07-01,Bogotá,VINOS,50,110,152,2197.5,200,11.11242424,0.1454628411,27,51,69,1137.17,115,10.44072072,0.1371760888,1.064334976,14.45723684,1.315789,1.381818,16.48072464,1.666667,1.352941
2023-07-01,Cali y Bucaramanga,VINOS,89,1418,2175,39314.94,2941,13.33961892,0.1881702029,57,153,174,3738.16,261,13.90628584,0.2060464559,0.9592510227,18.07583448,1.352184,1.53385,21.48367816,1.5,1.137255
2023-07-01,Costa,VINOS,100,1531,2247,37859.22,3131,12.20857,0.1413166936,46,124,135,2993.81,221,13.7472973,0.194637372,0.8880705596,16.84878505,1.393413,1.467668,22.17637037,1.637037,1.08871
2023-07-01,Costa,VINOS,77,770,1147,27956.02,1747,15.90465074,0.2188797421,57,184,226,5578.97,366,15.44155898,0.2096787593,1.029989961,24.37316478,1.523104,1.48961,24.68570796,1.619469,1.228261
2023-07-01,Expansión - Centro,VINOS,34,81,122,1484.92,164,9.057849873,0.07635853802,13,31,39,644.34,59,11.37965812,0.1743646957,0.7959685412,12.17147541,1.344262,1.506173,16.52153846,1.512821,1.258065
2023-07-01,Medellín,VINOS,132,6012,9843,152354.04,13943,11.11417306,0.1096524651,103,637,736,15533.21,1217,12.95295466,0.1602152869,0.858041532,15.47841512,1.41654,1.637226,21.10490489,1.653533,1.155416
2023-08-01,Bogotá,VINOS,57,138,193,2618.49,246,10.8769403,0.1117583809,35,70,92,1683.51,160,11.26369637,0.2033157451,0.9656634857,13.5673057,1.274611,1.398551,18.29902174,1.73913,1.314286
2023-08-01,Bogotá,VINOS,139,10741,16783,264009.65,22752,11.76872698,0.09625451394,122,2461,2866,63120.14,4549,13.91136024,0.2067393823,0.8459796008,15.73077817,1.355658,1.562517,22.0237753,1.58723,1.164567
2023-08-01,Cali y Bucaramanga,VINOS,87,1265,1880,32976.19,2553,12.89071306,0.1206603349,57,205,222,5430.3,370,14.49667493,0.2422559585,0.8892186051,17.5405266,1.357979,1.486166,24.46081081,1.666667,1.082927
2023-08-01,Costa,VINOS,73,660,948,21683.89,1420,15.23739074,0.140255675,47,199,229,5513.33,340,16.13668683,0.2408674329,0.9442700909,22.87330169,1.49789,1.436364,24.07567686,1.484716,1.150754
2023-08-01,Costa,VINOS,90,1465,2145,32385.05,3015,10.91032943,0.08696406665,50,152,159,3237.8,243,13.52910845,0.240551823,0.8064337333,15.09792541,1.405594,1.464164,20.36352201,1.528302,1.046053
2023-08-01,Expansión - Centro,VINOS,35,106,134,1614.27,177,9.03687931,0.1051972747,16,36,42,719.48,59,12.61632576,0.2529969105,0.7162845573,12.04679104,1.320896,1.264151,17.13047619,1.404762,1.166667
2023-08-01,Medellín,VINOS,127,5658,9333,138196.6,13090,10.73453677,0.07203817297,102,802,936,21110.35,1552,13.68862001,0.2087557151,0.7841942254,14.8073074,1.40255,1.649523,22.55379274,1.65812,1.167082
2023-09-01,Bogotá,VINOS,63,155,249,3461.43,324,10.94825249,0.1244748858,38,71,92,1692.43,165,10.89431518,0.1754161386,1.004950959,13.9013253,1.301205,1.606452,18.39597826,1.793478,1.295775
2023-09-01,Bogotá,VINOS,136,11827,18112,305252.63,25131,12.33140319,0.1409245086,117,2169,2522,54458.21,4119,13.44096742,0.2041385505,0.91744908,16.85361252,1.387533,1.531411,21.59326328,1.633228,1.162748
2023-09-01,Cali y Bucaramanga,VINOS,84,1350,1982,36749.1,2698,13.60902463,0.1885570621,56,164,179,3862.93,286,13.33241203,0.208284849,1.020747379,18.54142281,1.361251,1.468148,21.58061453,1.597765,1.091463
2023-09-01,Costa,VINOS,71,725,1088,25737.47,1605,15.88068689,0.2280540321,49,173,211,5246.89,336,15.54847419,0.2459679508,1.021366258,23.65576287,1.475184,1.50069,24.86677725,1.592417,1.219653
2023-09-01,Costa,VINOS,98,1602,2394,40151.88,3345,12.15923088,0.1348453002,58,166,178,3664.46,299,12.8158453,0.2046994968,0.9487654224,16.7718797,1.397243,1.494382,20.58685393,1.679775,1.072289
2023-09-01,Expansión - Centro,VINOS,34,104,134,1651.91,181,9.700941781,0.07396222008,20,44,53,1047.62,83,12.40222222,0.1952201603,0.7821938365,12.32768657,1.350746,1.288462,19.76641509,1.566038,1.204545
2023-09-01,Medellín,VINOS,128,6056,9916,162257.88,13696,11.90680125,0.1323552865,101,706,809,16228.45,1274,12.9309386,0.174083426,0.9207994571,16.36323921,1.381202,1.637384,20.05988875,1.574784,1.145892
2023-10-01,Bogotá,VINOS,48,124,194,2590.46,275,10.08983333,0.100742011,31,62,76,1265.42,116,11.74867965,0.1677185656,0.8588057238,13.3528866,1.417526,1.564516,16.65026316,1.526316,1.225806
2023-10-01,Bogotá,VINOS,131,9765,14987,236660.56,20516,11.7210581,0.09016358134,121,1939,2298,49775.78,3601,13.91954867,0.196804282,0.8420573376,15.79105625,1.36892,1.534767,21.66047868,1.567015,1.185147
2023-10-01,Cali y Bucaramanga,VINOS,86,1065,1632,28827.69,2258,12.73954803,0.1287245812,55,185,213,4373.15,334,13.34215546,0.2101501158,0.9548343269,17.66402574,1.383578,1.532394,20.53122066,1.568075,1.151351
2023-10-01,Costa,VINOS,70,664,952,21726.96,1401,15.39398909,0.1559143734,52,173,201,4928.3,317,15.62668051,0.2302838135,0.9851093506,22.82243697,1.471639,1.433735,24.51890547,1.577114,1.16185
2023-10-01,Costa,VINOS,94,1370,1997,32677.12,2784,11.9186311,0.09876385593,49,146,169,3639.88,282,13.18439856,0.2270260327,0.9039950554,16.36310466,1.394091,1.457664,21.53775148,1.668639,1.157534
2023-10-01,Expansión - Centro,VINOS,40,90,124,1610.59,176,9.535217391,0.06741552817,17,34,39,702.14,55,12.74675,0.2060284285,0.7480508672,12.98862903,1.419355,1.377778,18.00358974,1.410256,1.147059
2023-10-01,Medellín,VINOS,123,5263,8765,137418.49,12260,11.29723121,0.08050067325,101,760,907,18989.39,1479,12.89286189,0.1802849822,0.8762392174,15.67809355,1.398745,1.6654,20.93648291,1.63065,1.193421
2023-11-01,Bogotá,VINOS,51,117,203,2571.46,275,9.636180885,0.01849018501,30,75,86,1853.01,143,13.46292376,0.2367437647,0.715756923,12.66729064,1.35468,1.735043,21.54662791,1.662791,1.146667
2023-11-01,Bogotá,VINOS,130,10590,15849,277206.96,21206,13.18271855,0.1213088144,123,2342,2772,63126.37,4445,14.30317538,0.2341070355,0.9216637709,17.49050161,1.338002,1.496601,22.77286075,1.603535,1.183604
2023-11-01,Cali y Bucaramanga,VINOS,87,1304,1909,34678.51,2669,13.07534075,0.1251065345,62,225,258,6446.83,460,13.93326722,0.2111131304,0.9384260381,18.16579885,1.398114,1.463957,24.98771318,1.782946,1.146667
2023-11-01,Costa,VINOS,85,1394,2047,35321,2856,12.47015578,0.1139853983,55,185,195,4554.88,325,13.82593472,0.2217271804,0.9019394378,17.25500733,1.395213,1.468436,23.35835897,1.666667,1.054054
2023-11-01,Costa,VINOS,67,662,956,22307.83,1381,16.07300146,0.171774926,50,191,233,7214.26,442,16.34442201,0.2573251003,0.9833936893,23.33455021,1.444561,1.444109,30.96248927,1.896996,1.219895
2023-11-01,Expansión - Centro,VINOS,31,91,133,1577.76,171,9.37130137,0.09196058967,19,45,56,950.34,81,11.79326389,0.1955696206,0.7946317032,11.86285714,1.285714,1.461538,16.97035714,1.446429,1.244444
2023-11-01,Medellín,VINOS,118,5597,8943,151092.53,12723,11.92351428,0.1012868536,106,968,1166,25639.8,1893,13.64136037,0.2095803922,0.874070764,16.89506094,1.422677,1.59782,21.98953688,1.623499,1.204545
2023-12-01,Bogotá,VINOS,136,15590,22419,425625.39,32318,13.38571134,0.1524029842,124,3331,3872,101007.84,6736,15.32215577,0.241984957,0.8736180175,18.98503011,1.441545,1.438037,26.08673554,1.739669,1.162414
2023-12-01,Bogotá,VINOS,59,228,310,4786.29,434,11.42796451,0.1353903551,43,114,125,2731.05,211,13.53693237,0.2282305737,0.8442063679,15.43964516,1.4,1.359649,21.8484,1.688,1.096491
2023-12-01,Cali y Bucaramanga,VINOS,93,2427,3479,68190.01,5174,13.30819662,0.1633448606,69,414,471,13114.71,880,14.65377481,0.2192991997,0.9081753194,19.60046278,1.487209,1.433457,27.8443949,1.868365,1.137681
2023-12-01,Costa,VINOS,78,1283,1799,46804.42,2981,15.7197165,0.2183148661,64,389,455,13226.12,789,16.74811989,0.2441055353,0.9385958905,26.01690939,1.657032,1.402182,29.0683956,1.734066,1.169666
2023-12-01,Costa,VINOS,99,2364,3341,62264.07,4898,12.91681565,0.1348515317,70,360,397,9875.56,710,14.31482344,0.2263376708,0.9023384544,18.63635738,1.466028,1.413283,24.87546599,1.788413,1.102778
2023-12-01,Expansión - Centro,VINOS,40,131,158,1674.73,203,8.583948413,0.002675695882,28,93,105,2188.62,170,12.56734783,0.234652105,0.6830357949,10.59955696,1.28481,1.206107,20.844,1.619048,1.129032
2023-12-01,Medellín,VINOS,129,7961,12001,216617.72,17888,12.28605699,0.1262049461,116,1298,1527,36989.15,2680,14.13809059,0.2345673814,0.8690039803,18.0499725,1.490542,1.507474,24.22341192,1.755075,1.176425
2024-01-01,Bogotá,VINOS,129,9126,13994,221028.4,18594,12.05957236,0.08898349509,116,1737,2116,43571.18,3232,13.50813301,0.1593170844,0.8927638154,15.79451193,1.328712,1.533421,20.5912949,1.52741,1.218192
2024-01-01,Bogotá,VINOS,52,127,188,2982.2,245,11.93391089,0.1068499962,27,46,54,1154.26,90,13.14267857,0.1682811814,0.9080272964,15.86276596,1.303191,1.480315,21.37518519,1.666667,1.173913
2024-01-01,Cali y Bucaramanga,VINOS,85,1277,1948,29908.86,2636,11.36040082,0.08609270783,54,151,172,3404.85,260,13.02861326,0.1425985112,0.8719577895,15.35362423,1.353183,1.52545,19.79563953,1.511628,1.139073
2024-01-01,Costa,VINOS,72,909,1248,29149.17,1883,15.50462246,0.1294474281,55,218,267,7562.14,445,17.28239061,0.200818418,0.8971341297,23.35670673,1.508814,1.372937,28.32262172,1.666667,1.224771
2024-01-01,Costa,VINOS,88,1451,2205,33504.08,3061,11.12255779,0.07726355518,49,119,126,2546.89,192,13.72623775,0.1817298784,0.8103136486,15.1945941,1.388209,1.519642,20.2134127,1.52381,1.058824
2024-01-01,Expansión - Centro,VINOS,30,85,101,1301.14,132,10.28321429,0.05267918776,19,45,51,830.67,70,11.83069182,0.1501412665,0.8691980519,12.88257426,1.306931,1.188235,16.28764706,1.372549,1.133333
2024-01-01,Medellín,VINOS,125,5385,8957,138334.48,12604,11.12212269,0.07665233807,105,744,880,17299.19,1384,12.72043007,0.1442790253,0.8743511521,15.44428715,1.407168,1.663324,19.65817045,1.572727,1.182796
2024-02-01,Bogotá,VINOS,125,10668,16372,265772.97,22014,12.19652933,0.1006361743,112,2278,2725,59403.4,4366,13.54141131,0.2334798836,0.9006837654,16.23338444,1.344613,1.534683,21.79941284,1.602202,1.196225
2024-02-01,Bogotá,VINOS,64,143,236,3783.88,308,12.43371274,0.115648237,34,66,85,1769.95,147,12.60803571,0.2473457766,0.9861736609,16.03338983,1.305085,1.65035,20.82294118,1.729412,1.287879
2024-02-01,Cali y Bucaramanga,VINOS,91,1435,2193,33007.96,2933,11.26530489,0.1049402937,60,229,275,5639.71,454,12.56693723,0.2080773545,0.8964240598,15.05150935,1.337437,1.528223,20.50803636,1.650909,1.200873
2024-02-01,Costa,VINOS,95,1498,2167,32613.5,3031,10.83187011,0.08295571277,45,112,134,2850.55,219,12.99255991,0.2942892056,0.8336979152,15.05006922,1.398708,1.446595,21.27276119,1.634328,1.196429
2024-02-01,Costa,VINOS,74,719,1019,21374.34,1522,14.18193824,0.1269865361,50,217,277,6553.49,418,15.68166667,0.2171967993,0.9043642196,20.9757998,1.493621,1.417246,23.65880866,1.509025,1.276498
2024-02-01,Expansión - Centro,VINOS,32,89,110,1366.32,141,9.881680672,0.0929383118,21,44,52,731.51,76,10.05809091,0.1378928033,0.9824608628,12.42109091,1.281818,1.235955,14.0675,1.461538,1.181818
2024-02-01,Medellín,VINOS,121,5518,9166,142499.71,12937,11.1494583,0.08745152964,106,972,1174,23659.8,1866,12.8778494,0.2229091209,0.8657857344,15.54655357,1.411412,1.661109,20.15315162,1.589438,1.207819
2024-03-01,Bogotá,VINOS,70,202,291,4885.74,412,12.20725103,0.1388356581,40,84,99,1996.37,169,12.21557143,0.2017541067,0.9993188694,16.78948454,1.415808,1.440594,20.16535354,1.707071,1.178571
2024-03-01,Bogotá,VINOS,137,11794,17949,293124.36,24191,12.25148276,0.1435228172,121,2502,3009,66655.68,4691,14.44793946,0.2167338596,0.8479743975,16.33095771,1.347763,1.521876,22.15210369,1.55899,1.202638
2024-03-01,Cali y Bucaramanga,VINOS,97,1743,2591,38916.58,3492,11.11612598,0.1299938893,62,223,252,5974.54,422,13.68582266,0.2079608022,0.8122365936,15.01990737,1.347742,1.486517,23.70849206,1.674603,1.130045
2024-03-01,Costa,VINOS,73,1014,1471,29982.26,2156,13.9699176,0.1631708015,60,318,407,10605.9,651,16.34266219,0.2402871634,0.8548128473,20.38222978,1.46567,1.45069,26.05872236,1.599509,1.279874
2024-03-01,Costa,VINOS,95,1766,2625,38469.22,3642,10.69919326,0.1146295621,53,142,151,3096.92,212,14.86985264,0.2372405817,0.7195224808,14.65494095,1.387429,1.48641,20.50940397,1.403974,1.06338
2024-03-01,Expansión -  Costa,VINOS,30,55,66,1242.16,82,15.03356061,0.2095862092,26,139,163,3489,256,13.84926316,0.2782788519,1.08551339,18.82060606,1.242424,1.2,21.40490798,1.570552,1.172662
2024-03-01,Expansión - Centro,VINOS,13,17,17,271.78,20,13.79361111,0.2584131312,4,10,11,181.05,14,12.65181818,0.3036939345,1.090247339,15.98705882,1.176471,1,16.45909091,1.272727,1.1
2024-03-01,Expansión - Centro,VINOS,46,124,162,2306.65,206,11.04747605,0.1276147232,32,77,97,1610.58,136,12.15346535,0.1778389019,0.9089980297,14.23858025,1.271605,1.306452,16.60391753,1.402062,1.25974
2024-03-01,Medellín,VINOS,123,5894,9709,152832.23,13828,11.23142299,0.1212184531,105,995,1200,25646.92,1932,13.42897034,0.1960475962,0.836357718,15.74129468,1.424246,1.647268,21.37243333,1.61,1.20603
2024-04-01,Bogotá,VINOS,152,11254,17401,294592.57,23681,12.49810499,0.134534821,132,2669,3347,74436.16,5329,14.15496207,0.2408306254,0.8829486736,16.9296345,1.360899,1.546206,22.23966537,1.592172,1.254028
2024-04-01,Bogotá,VINOS,78,197,308,5938.04,447,13.31788221,0.1552041089,33,55,70,1356.92,128,11.42960937,0.2339866499,1.165208869,19.27935065,1.451299,1.563452,19.38457143,1.828571,1.272727
2024-04-01,Cali y Bucaramanga,VINOS,102,1434,2235,37707.07,3078,12.00644482,0.1282728322,68,253,313,6629.55,491,13.38651083,0.2186477222,0.8969062199,16.87117226,1.377181,1.558577,21.18067093,1.56869,1.237154
2024-04-01,Costa,VINOS,100,1676,2501,37863.7,3462,11.08892929,0.1052362089,55,188,208,4861.1,341,14.3771115,0.2389850249,0.7712904846,15.13942423,1.384246,1.492243,23.37067308,1.639423,1.106383
2024-04-01,Costa,VINOS,80,767,1176,26223.09,1749,14.85724215,0.161179406,54,212,272,6976.23,442,15.49328466,0.254050643,0.9589472132,22.29854592,1.487245,1.533246,25.64790441,1.625,1.283019
2024-04-01,Expansión -  Costa,VINOS,32,56,67,1678.18,95,17.49740741,0.2697972027,24,69,86,1917.15,119,16.03179775,0.2217345315,1.091418921,25.04746269,1.41791,1.196429,22.29244186,1.383721,1.246377
2024-04-01,Expansión - Centro,VINOS,41,97,132,1784.41,166,10.82776596,0.1089778277,29,63,77,1363.58,107,12.32291865,0.2264940194,0.8786689472,13.51825758,1.257576,1.360825,17.70883117,1.38961,1.222222
2024-04-01,Expansión - Centro,VINOS,19,28,31,708.09,42,16.53690476,0.3166031512,9,11,16,386.68,26,15.31294118,0.2188617195,1.079930013,22.8416129,1.354839,1.107143,24.1675,1.625,1.454545
2024-04-01,Medellín,VINOS,137,5588,9334,146208.57,13154,11.17872307,0.1012184378,114,1032,1243,26208.05,1983,13.13894387,0.2067680985,0.8508083429,15.66408507,1.409256,1.670365,21.08451327,1.595334,1.204457
2024-05-01,Bogotá,VINOS,144,12105,18499,313662.4,24736,12.84197265,0.1104245903,125,2622,3210,73398.94,5115,14.45597937,0.2602039399,0.8883502332,16.95564085,1.337153,1.528211,22.8657134,1.593458,1.224256
2024-05-01,Bogotá,VINOS,82,209,313,5185.4,420,12.46311128,0.1219169722,40,91,108,2319.78,173,13.3533547,0.2571677654,0.9333318523,16.56677316,1.341853,1.497608,21.47944444,1.601852,1.186813
2024-05-01,Cali y Bucaramanga,VINOS,101,1442,2157,36291.07,2961,12.41754478,0.09596727608,72,315,363,8224.54,533,15.5747712,0.2811694051,0.7972858557,16.82478906,1.37274,1.495839,22.65713499,1.46832,1.152381
2024-05-01,Costa,VINOS,81,781,1118,23630.13,1606,14.80604725,0.1111083697,61,250,318,8563.05,521,16.37728009,0.2840537276,0.9040602079,21.13607335,1.436494,1.431498,26.92783019,1.638365,1.272
2024-05-01,Costa,VINOS,107,1872,2738,38805.38,3725,10.64830384,0.0678537016,60,266,307,6856.08,509,13.55634567,0.253400871,0.7854848274,14.17289262,1.360482,1.462607,22.33250814,1.65798,1.154135
2024-05-01,Expansión -  Costa,VINOS,35,51,56,1211.24,70,17.16841954,0.1927884275,27,109,120,2736.63,183,15.30378968,0.2812898969,1.121841054,21.62928571,1.25,1.098039,22.80525,1.525,1.100917
2024-05-01,Expansión - Centro,VINOS,41,109,153,1782.71,189,9.498899371,0.07000295676,28,85,97,1788.75,146,12.55301634,0.2280013016,0.7567025418,11.65169935,1.235294,1.40367,18.44072165,1.505155,1.141176
2024-05-01,Expansión - Centro,VINOS,22,28,43,846.47,55,15.36227273,0.1860329741,13,25,30,809.51,50,16.17785714,0.3165295576,0.9495863755,19.68534884,1.27907,1.535714,26.98366667,1.666667,1.2
2024-05-01,Medellín,VINOS,140,6355,10266,153285.63,14305,10.96229839,0.0804407718,114,1207,1462,33192.38,2516,13.41698571,0.2314384539,0.817046289,14.93138808,1.393435,1.615421,22.70340629,1.72093,1.211268
2024-06-01,Bogotá,VINOS,147,11680,17776,294808.27,23676,12.62000137,0.1007554839,126,2208,2717,59544.46,4311,13.94992995,0.2144774394,0.9046641396,16.58462365,1.331908,1.521918,21.91551711,1.586676,1.230525
2024-06-01,Bogotá,VINOS,81,228,341,5816.12,467,12.1471093,0.09892218812,44,92,118,2308,182,12.73964552,0.1760781299,0.9534887987,17.05607038,1.369501,1.495614,19.55932203,1.542373,1.282609
2024-06-01,Cali y Bucaramanga,VINOS,100,1580,2343,35242.9,3102,11.5226514,0.07613097419,64,233,258,6170.54,426,14.39862069,0.2046217533,0.8002607787,15.04178404,1.323944,1.482911,23.91682171,1.651163,1.107296
2024-06-01,Costa,VINOS,88,807,1175,24930.24,1667,14.95595964,0.1003353671,57,194,237,6041.45,366,16.50197113,0.2363016444,0.906313526,21.21722553,1.418723,1.45601,25.49135021,1.544304,1.221649
2024-06-01,Costa,VINOS,104,1780,2623,38907.22,3534,11.10919054,0.07185598898,64,215,254,4570.7,405,12.01744143,0.1563294302,0.9244222746,14.8330995,1.347312,1.473596,17.99488189,1.594488,1.181395
2024-06-01,Expansión -  Costa,VINOS,25,42,50,1214.35,64,18.72827044,0.1448079603,20,81,109,2306.77,151,15.28833333,0.2469921252,1.225004062,24.287,1.28,1.190476,21.16302752,1.385321,1.345679
2024-06-01,Expansión - Centro,VINOS,19,27,30,519.64,33,15.8025,0.1709279309,6,12,15,357.91,24,15.2415625,0.2452832113,1.036803149,17.32133333,1.1,1.111111,23.86066667,1.6,1.25
2024-06-01,Expansión - Centro,VINOS,40,106,148,1574.15,176,9.232806452,0.04677378839,26,66,77,1224.02,120,10.49762658,0.1190432403,0.8795137052,10.63614865,1.189189,1.396226,15.89636364,1.558442,1.166667
2024-06-01,Medellín,VINOS,138,6185,9798,142413.21,13630,10.64411264,0.06534709961,115,1061,1307,27148.74,2232,12.70151769,0.1978989661,0.8380189597,14.53492652,1.3911,1.584155,20.77179801,1.707728,1.231857
2024-07-01,Bogotá,VINOS,146,11231,17097,291512.77,23104,12.77563278,0.1364732149,122,1775,2115,44986.45,3234,14.16764603,0.1980434863,0.9017470334,17.05052173,1.351348,1.522304,21.27018913,1.529078,1.191549
2024-07-01,Bogotá,VINOS,74,211,304,4968.11,413,12.22467907,0.1396588822,39,78,87,1822.08,134,13.62482673,0.2229025762,0.8972355618,16.34246711,1.358553,1.440758,20.94344828,1.54023,1.115385
2024-07-01,Cali y Bucaramanga,VINOS,100,1458,2184,34170.1,2933,11.561642,0.1155966839,65,225,266,5670.42,433,13.35443503,0.1953946532,0.8657529859,15.64565018,1.342949,1.497942,21.31736842,1.62782,1.182222
2024-07-01,Costa,VINOS,86,806,1151,27691.4,1671,16.44843664,0.1625031078,52,205,258,6663.53,418,16.17915463,0.2089143975,1.016643762,24.05855778,1.451781,1.42804,25.82763566,1.620155,1.258537
2024-07-01,Costa,VINOS,109,1603,2290,36973.82,3065,12.31846138,0.1248513229,57,193,223,4230.84,338,12.72911441,0.1619805757,0.9677390731,16.14577293,1.338428,1.428571,18.97237668,1.515695,1.15544
2024-07-01,Expansión -  Costa,VINOS,34,59,83,1752.49,108,16.18025926,0.1664161913,28,124,167,3305.47,244,13.71467412,0.2119540245,1.179777159,21.11433735,1.301205,1.40678,19.79323353,1.461078,1.346774
2024-07-01,Expansión - Centro,VINOS,36,49,62,1128.22,77,14.82689394,0.2103548436,10,11,13,306.92,21,14.29095238,0.1888486909,1.037502158,18.19709677,1.241935,1.265306,23.60923077,1.615385,1.181818
2024-07-01,Expansión - Centro,VINOS,43,108,147,1754.76,187,9.606635021,0.07324604911,28,71,83,1496.71,130,11.92267816,0.1837307275,0.8057447238,11.93714286,1.272109,1.361111,18.0326506,1.566265,1.169014
2024-07-01,Medellín,VINOS,140,6072,9978,150198.86,14268,10.76061017,0.1020483849,110,939,1120,22043.61,1779,12.76544495,0.161002522,0.842948304,15.05300261,1.429946,1.643281,19.68179464,1.588393,1.192758
2024-08-01,Bogotá,VINOS,156,14305,22595,353749.31,30999,11.62799338,0.111207438,134,2183,2640,59400.56,4220,14.07858983,0.2077157808,0.8259345234,15.65608807,1.371941,1.579518,22.50021212,1.598485,1.209345
2024-08-01,Bogotá,VINOS,77,277,405,6402.36,586,11.29384831,0.1076369059,43,86,96,2104.05,172,12.55052402,0.1999605663,0.8998706582,15.8082963,1.446914,1.462094,21.9171875,1.791667,1.116279
2024-08-01,Cali y Bucaramanga,VINOS,106,1799,2813,42587.27,3789,11.23373253,0.1045355977,78,285,325,7451.48,558,13.72655895,0.1801776308,0.8183939299,15.13944899,1.346961,1.563646,22.92763077,1.716923,1.140351
