MONTH,ZONA,CAT,NUM_SKUS_TURBO,USERS_TURBO,ORDERS_TURBO,TOTAL_PRICE_USD_TURBO,SOLD_UNITS_TURBO,AVG_TICKET_TURBO,MDOWN_AVG_TURBO,NUM_SKUS_SUPER,USERS_SUPER,ORDERS_SUPER,TOTAL_PRICE_USD_SUPER,SOLD_UNITS_SUPER,AVG_TICKET_SUPER,MDOWN_AVG_SUPER,NPI,AOV_TURBO,BASKET_SIZE_TURBO,FREQUENCY_TURBO,AOV_SUPER,BASKET_SIZE_SUPER,FREQUENCY_SUPER
2022-12-01,Costa,CERVEZAS,30,3353,6140,69740.59,14230,5.045831843,0.188383919,28,1071,1384,14914.72,3651,4.198092991,0.1006420722,1.201934272,11.35840228,2.31759,1.831196,10.77653179,2.638006,1.29225
2022-12-01,Costa,CERVEZAS,32,7895,15108,162346.76,32054,5.146583917,0.1946528551,32,1555,1957,22569.45,5375,4.295939489,0.1101015992,1.198011269,10.74574795,2.121657,1.913616,11.53267757,2.746551,1.258521
2022-12-01,Expansión - Centro,CERVEZAS,16,122,138,946.43,241,4.028880795,0,15,395,532,5641.53,1311,4.426113115,0.111335996,0.9102525602,6.85818841,1.746377,1.131148,10.6043797,2.464286,1.346835
2022-12-01,Expansión - Centro,CERVEZAS,15,80,90,657.18,162,4.186458763,0.01032430645,13,136,170,2032.74,493,4.272835219,0.1040479272,0.9797847444,7.302,1.8,1.125,11.95729412,2.9,1.25
2022-12-01,Expansión - Centro,CERVEZAS,19,220,318,3082.77,817,3.857502718,0.0122375037,15,206,273,2833.31,699,4.091713465,0.07641685055,0.9427597389,9.69424528,2.569182,1.445455,10.37842491,2.56044,1.325243
2022-12-01,Expansión - Costa,CERVEZAS,15,86,112,868.56,205,4.465633334,0,14,216,316,3850.84,856,4.766469596,0.1219972962,0.936884888,7.755,1.830357,1.302326,12.18620253,2.708861,1.462963
2022-12-01,Medellín,CERVEZAS,43,22905,42339,394335.6,82122,4.874917377,0.1760277376,38,4153,5082,47436.53,10927,4.502407205,0.1098364039,1.08273578,9.31376745,1.93963,1.848461,9.33422471,2.150138,1.223694
2022-12-01,Medellín,CERVEZAS,36,798,1215,10771.18,2291,4.767912255,0.1608747394,28,203,230,2130.96,516,4.219519141,0.1015818963,1.129965784,8.86516872,1.885597,1.522556,9.26504348,2.243478,1.133005
2023-01-01,Bogotá,CERVEZAS,48,17018,24510,261953.81,55484,4.819632822,0.1868010351,45,2026,2333,22892.85,5100,4.63035835,0.111498582,1.040876852,10.68762995,2.263729,1.44024,9.81262323,2.186027,1.15153
2023-01-01,Bogotá,CERVEZAS,33,258,364,3848.74,805,4.93530344,0.1936238245,25,119,160,1914.73,436,4.501078982,0.143526875,1.096471193,10.57346154,2.211538,1.410853,11.9670625,2.725,1.344538
2023-01-01,Cali y Bucaramanga,CERVEZAS,34,2720,3945,33768.55,7304,4.671939932,0.1827659473,32,468,537,4915.29,1136,4.417371281,0.1020733412,1.057628991,8.55983523,1.851458,1.450368,9.15324022,2.115456,1.147436
2023-01-01,Cali y Bucaramanga,CERVEZAS,31,1039,1565,19780.69,4390,4.616877166,0.1995731536,24,169,226,3001.79,670,4.38285091,0.113424366,1.053395897,12.63941853,2.805112,1.506256,13.28225664,2.964602,1.337278
2023-01-01,Costa,CERVEZAS,26,1755,2493,26964.68,5617,4.907111984,0.1787545359,24,408,465,4660.99,1067,4.481299775,0.09070863589,1.0950198,10.81615724,2.253109,1.420513,10.02363441,2.294624,1.139706
2023-01-01,Costa,CERVEZAS,34,3083,4526,45409.4,9342,4.973163905,0.1837610531,29,434,508,6005.69,1442,4.214922206,0.1291185554,1.179894589,10.03300928,2.064074,1.468051,11.82222441,2.838583,1.170507
