MONTH,ZONA,CAT,NUM_SKUS_TURBO,USERS_TURBO,ORDERS_TURBO,TOTAL_PRICE_USD_TURBO,SOLD_UNITS_TURBO,AVG_TICKET_TURBO,MDOWN_AVG_TURBO,NUM_SKUS_SUPER,USERS_SUPER,ORDERS_SUPER,TOTAL_PRICE_USD_SUPER,SOLD_UNITS_SUPER,AVG_TICKET_SUPER,MDOWN_AVG_SUPER,NPI,AOV_TURBO,BASKET_SIZE_TURBO,FREQUENCY_TURBO,AOV_SUPER,BASKET_SIZE_SUPER,FREQUENCY_SUPER
2022-12-01,Medellín,VINOS,41,155,193,2914.9,275,10.87526235,0.1214108725,13,33,35,557.03,46,12.13126126,0.1711845287,0.8964659248,15.10310881,1.42487,1.245161,15.91514286,1.314286,1.060606
2022-12-01,Medellín,VINOS,167,6268,9394,170260.11,13544,12.67979541,0.1344174579,154,2459,2997,66863.11,5779,12.0239145,0.2423451109,1.054548035,18.12434639,1.441771,1.498724,22.31001335,1.928262,1.218788
2023-01-01,Bogotá,VINOS,21,33,35,534.5,49,10.94585526,0.1145394211,7,16,16,196.79,29,7.165637255,0.1141739692,1.527548057,15.27142857,1.4,1.060606,12.299375,1.8125,1
2023-01-01,Bogotá,VINOS,136,3549,4475,70157.74,6193,11.59328834,0.05617539373,122,970,1036,20534.65,1681,12.40621538,0.1830138377,0.934474212,15.67770726,1.383911,1.260919,19.82109073,1.622587,1.068041
2023-01-01,Cali y Bucaramanga,VINOS,78,491,657,10879,940,11.68647436,0.04234323792,51,112,120,2279.36,181,12.53077608,0.1440394833,0.9326217533,16.5585997,1.430746,1.338086,18.99466667,1.508333,1.071429
2023-01-01,Cali y Bucaramanga,VINOS,42,105,126,2126.27,186,11.59823308,0.06245944559,17,26,26,535.71,41,12.77,0.1385203283,0.9082406486,16.87515873,1.47619,1.2,20.60423077,1.576923,1
2023-01-01,Costa,VINOS,64,398,508,8424.46,672,12.57550252,0.07139960203,31,84,85,1971.55,135,13.78682765,0.1882534372,0.9121389516,16.58358268,1.322835,1.276382,23.19470588,1.588235,1.011905
2023-01-01,Costa,VINOS,68,379,461,9540.06,681,13.96871047,0.06062175435,47,120,128,3445.88,226,14.89925532,0.1815442933,0.9375442044,20.69427332,1.477223,1.216359,26.9209375,1.765625,1.066667
2023-01-01,Expansión - Centro,VINOS,10,20,24,206.53,27,7.746875,0.01041666667,5,11,13,140.59,16,8.295897436,0.1346827609,0.9338200068,8.60541667,1.125,1.2,10.81461538,1.230769,1.181818
2023-01-01,Expansión - Centro,VINOS,4,5,5,56.94,9,7.3685,0,2,2,2,7.56,2,3.78,0,1.949338624,11.388,1.8,1,3.78,1,1
2023-01-01,Expansión - Costa,VINOS,8,11,13,139.95,22,6.949282052,0,4,5,5,113.08,9,12.319,0.1701430267,0.5641108898,10.76538462,1.692308,1.181818,22.616,1.8,1
2023-01-01,Medellín,VINOS,22,41,48,662.55,72,9.24245098,0.04218486367,6,6,7,86.67,9,9.137142857,0.1215408795,1.011525279,13.803125,1.5,1.170732,12.38142857,1.285714,1.166667
2023-01-01,Medellín,VINOS,140,2134,2797,42687.87,3857,11.23887496,0.04978334002,114,529,576,11910.14,985,12.04098486,0.1769487702,0.9333850254,15.26202002,1.378977,1.310684,20.67732639,1.710069,1.088847
2023-02-01,Bogotá,VINOS,147,9022,13432,204123.93,18369,11.3733233,0.05183795148,144,2778,3412,71755.34,5872,12.39335782,0.2027226172,0.9176950647,15.19683815,1.367555,1.488805,21.03028722,1.720985,1.228222
2023-02-01,Bogotá,VINOS,40,79,100,1338.49,129,10.72612179,0.06303409472,25,53,62,1190.53,101,10.76720647,0.2265855482,0.9961842774,13.3849,1.29,1.265823,19.20209677,1.629032,1.169811
2023-02-01,Cali y Bucaramanga,VINOS,46,245,344,4633.54,472,10.24044399,0.06907051674,26,71,81,1038.99,109,9.565321285,0.08305301527,1.070580243,13.46959302,1.372093,1.404082,12.82703704,1.345679,1.140845
2023-02-01,Cali y Bucaramanga,VINOS,93,1049,1565,24183.69,2138,11.36613054,0.04847471461,77,309,370,7350.72,657,11.76291031,0.1703788971,0.966268571,15.45283706,1.366134,1.491897,19.86681081,1.775676,1.197411
2023-02-01,Costa,VINOS,79,574,857,16740,1187,13.81410737,0.07277951656,58,159,204,5485.5,376,14.58627635,0.2059457348,0.9470619531,19.53325554,1.385064,1.493031,26.88970588,1.843137,1.283019
2023-02-01,Costa,VINOS,99,1019,1477,21984.37,1974,11.20592947,0.05463184943,68,246,283,6057.42,505,12.13613868,0.1907550315,0.923352128,14.88447529,1.336493,1.44946,21.40431095,1.784452,1.150407
2023-02-01,Expansión - Centro,VINOS,15,24,28,264.65,34,7.861290323,0.05155191435,8,21,22,264.62,30,9.255972222,0.06725276072,0.8493208638,9.45178571,1.214286,1.166667,12.02818182,1.363636,1.047619
2023-02-01,Expansión - Centro,VINOS,22,47,56,702.09,68,10.42056497,0.04323975294,17,48,57,867.02,83,10.23533333,0.1624955147,1.018097275,12.53732143,1.214286,1.191489,15.21087719,1.45614,1.1875
2023-02-01,Expansión - Centro,VINOS,9,12,15,230.61,19,11.72617647,0.02353401244,2,3,3,51.46,3,17.15333333,0.1835563381,0.6836091996,15.374,1.266667,1.25,17.15333333,1,1
2023-02-01,Expansión - Costa,VINOS,12,40,48,497.36,62,8.294705882,0.04116522122,7,22,28,326.5,40,8.125166667,0.1017453538,1.020865937,10.36166667,1.291667,1.2,11.66071429,1.428571,1.272727
2023-02-01,Medellín,VINOS,150,5038,8050,118316.77,11273,10.62476124,0.04600476429,135,1306,1595,33398.03,2835,11.88328091,0.1829917531,0.8940932493,14.6977354,1.400373,1.597856,20.93920376,1.777429,1.221286
2023-02-01,Medellín,VINOS,22,50,67,844.77,97,8.488157895,0.03162140343,7,15,16,183.31,19,9.7909375,0.1031167248,0.8669402593,12.60850746,1.447761,1.34,11.456875,1.1875,1.066667
2023-03-01,Bogotá,VINOS,151,10819,16684,262862.6,22906,11.67627694,0.0963278278,139,3186,3952,88651.27,7021,12.95910857,0.2318849307,0.9010092692,15.75537041,1.372932,1.542102,22.43200152,1.776569,1.240427
2023-03-01,Bogotá,VINOS,44,102,126,1843.98,175,10.97891727,0.09968828829,30,70,86,1625.91,164,10.25917007,0.2036120352,1.070156475,14.6347619,1.388889,1.235294,18.90593023,1.906977,1.228571
2023-03-01,Cali y Bucaramanga,VINOS,99,1245,1926,31793.18,2648,12.05282577,0.09217835847,79,342,410,7422.57,655,11.86242794,0.2045607551,1.016050494,16.50736241,1.37487,1.546988,18.10382927,1.597561,1.19883
2023-03-01,Cali y Bucaramanga,VINOS,46,222,315,3860.88,421,9.714859013,0.05351541145,28,92,98,1613.29,167,10.43338785,0.1891100066,0.9311317812,12.2567619,1.336508,1.418919,16.46214286,1.704082,1.065217
2023-03-01,Costa,VINOS,87,632,934,20971.31,1370,15.20935908,0.1395338817,65,178,237,6569.34,427,15.23487639,0.2414582117,0.9983250727,22.4532227,1.466809,1.477848,27.71873418,1.801688,1.331461
2023-03-01,Costa,VINOS,104,1403,2042,33259.15,2892,11.48664385,0.0894405064,77,298,365,7935.62,618,12.82844092,0.2423722599,0.8954045101,16.28753673,1.416259,1.455453,21.74142466,1.693151,1.224832
2023-03-01,Expansión - Centro,VINOS,18,34,38,590.44,55,10.60121951,0.08411185396,8,17,20,187.75,22,8.56525,0.1045518332,1.237701119,15.53789474,1.447368,1.117647,9.3875,1.1,1.176471
2023-03-01,Expansión - Centro,VINOS,17,26,31,541.21,40,13.41431818,0.1228364856,6,10,10,199.32,15,12.697,0.1850278225,1.056495092,17.4583871,1.290323,1.192308,19.932,1.5,1
2023-03-01,Expansión - Centro,VINOS,20,51,71,1004.23,102,9.596666667,0.05272081799,15,38,45,582.89,62,9.228085106,0.1628637175,1.039941283,14.14408451,1.43662,1.392157,12.95311111,1.377778,1.184211
2023-03-01,Expansión - Costa,VINOS,15,31,40,532.13,63,9.089204545,0.04659771205,6,21,25,266.33,38,7.7968,0.1352963847,1.165760895,13.30325,1.575,1.290323,10.6532,1.52,1.190476
2023-03-01,Medellín,VINOS,151,5783,9848,151203.47,13789,11.13274284,0.08304655609,141,1505,1865,37997.08,3263,11.98916027,0.2356930881,0.9285673547,15.3537236,1.400183,1.702922,20.37376944,1.749598,1.239203
2023-04-01,Bogotá,VINOS,53,127,163,2590.35,227,11.59997159,0.1072649365,33,57,71,1246.08,110,12.10209402,0.167384367,0.9585094592,15.89171779,1.392638,1.283465,17.55042254,1.549296,1.245614
2023-04-01,Bogotá,VINOS,154,10823,16385,270745.81,22577,12.14548738,0.09355279817,138,2644,3181,69144.04,5306,13.2520762,0.2009329285,0.9164969473,16.52400427,1.377907,1.513906,21.7365734,1.668029,1.203101
2023-04-01,Cali y Bucaramanga,VINOS,49,285,365,6273.83,483,12.95211528,0.1272162828,28,92,105,1350.05,134,10.25022936,0.1685192082,1.263592729,17.18857534,1.323288,1.280702,12.85761905,1.27619,1.141304
2023-04-01,Cali y Bucaramanga,VINOS,102,1299,1892,32773.78,2566,12.7819552,0.1093189334,71,287,340,6875.79,525,12.93834844,0.1953031782,0.987912426,17.32229387,1.356237,1.456505,20.22291176,1.544118,1.184669
2023-04-01,Costa,VINOS,107,1513,2225,35886,3067,11.60498653,0.09127090621,71,212,258,5571.3,421,13.40178667,0.2172032841,0.8659283136,16.12853933,1.378427,1.470588,21.59418605,1.631783,1.216981
2023-04-01,Costa,VINOS,82,748,1156,26962.56,1713,15.72906797,0.1382867669,54,182,213,5633.32,342,16.27925068,0.2575900994,0.9662034377,23.32401384,1.481834,1.545455,26.44751174,1.605634,1.17033
2023-04-01,Expansión - Centro,VINOS,24,74,89,1003.6,117,8.901152482,0.04579754663,14,37,46,440.23,55,7.743645833,0.05607853107,1.149478253,11.27640449,1.314607,1.202703,9.57021739,1.195652,1.243243
2023-04-01,Expansión - Centro,VINOS,18,42,51,585.81,64,9.359666667,0.05553425941,10,24,26,297.09,34,8.589134615,0.07891820937,1.089710091,11.48647059,1.254902,1.214286,11.42653846,1.307692,1.083333
2023-04-01,Expansión - Centro,VINOS,22,42,49,675.24,58,11.46990196,0.09810878833,11,19,24,259.16,43,7.26516,0.06010036194,1.578754213,13.78040816,1.183673,1.166667,10.79833333,1.791667,1.263158
2023-04-01,Expansión - Costa,VINOS,14,54,67,926.54,96,9.653063726,0.02577660278,8,18,26,404.38,42,7.935675926,0.1056014107,1.21641355,13.82895522,1.432836,1.240741,15.55307692,1.615385,1.444444
2023-04-01,Medellín,VINOS,143,5593,9214,152059.86,13188,11.65145316,0.08276198243,125,1048,1224,27704.67,2068,13.47870436,0.1906435356,0.8644342104,16.50313219,1.4313,1.647416,22.63453431,1.689542,1.167939
2023-05-01,Bogotá,VINOS,43,96,133,1971.73,176,11.19354312,0.09132236623,29,58,72,1101.03,100,11.63627854,0.1755572485,0.961952147,14.82503759,1.323308,1.385417,15.29208333,1.388889,1.241379
2023-05-01,Bogotá,VINOS,149,10896,16565,272552.77,22711,12.10985671,0.09897383675,132,2641,3175,67124.58,5041,13.44217801,0.1901906606,0.9008850125,16.45353275,1.371023,1.520283,21.1416,1.587717,1.202196
2023-05-01,Cali y Bucaramanga,VINOS,52,298,375,6205.18,463,13.51486111,0.147027188,30,77,89,1710.92,127,13.84370748,0.1817277496,0.9762457873,16.54714667,1.234667,1.258389,19.22382022,1.426966,1.155844
2023-05-01,Cali y Bucaramanga,VINOS,99,1416,2103,36357.79,2901,12.57056223,0.1183928733,71,299,353,6872.73,552,12.55144949,0.1741034822,1.001522751,17.28853543,1.379458,1.485169,19.46949008,1.563739,1.180602
2023-05-01,Costa,VINOS,99,1523,2310,36600.4,3223,11.41998613,0.08884173727,59,216,250,5634.74,423,12.56577068,0.1982079221,0.9088170099,15.844329,1.395238,1.516743,22.53896,1.692,1.157407
2023-05-01,Costa,VINOS,75,617,934,20997.86,1344,15.55007897,0.1408452974,50,195,224,5287.41,340,15.76477564,0.2522651667,0.9863812415,22.48164882,1.438972,1.513776,23.60450893,1.517857,1.148718
2023-05-01,Expansión - Centro,VINOS,24,42,53,577.38,74,8.296169591,0.02193840397,13,16,19,208.71,28,8.755083334,0.1125074005,0.9475831668,10.89396226,1.396226,1.261905,10.98473684,1.473684,1.1875
2023-05-01,Expansión - Centro,VINOS,31,82,104,1197.04,133,8.761276758,0.01696474945,25,61,74,988.07,109,9.256983122,0.1096274723,0.946450549,11.51,1.278846,1.268293,13.3522973,1.472973,1.213115
2023-05-01,Expansión - Centro,VINOS,23,43,46,658.48,65,10.7060034,0.04083010682,10,17,17,179.34,20,9.913676471,0.1147495948,1.079922613,14.31478261,1.413043,1.069767,10.54941176,1.176471,1
2023-05-01,Expansión - Costa,VINOS,17,50,62,902.47,95,9.104961905,0.02359269124,12,25,32,332.34,38,9.437291667,0.1015949063,0.964785473,14.55596774,1.532258,1.24,10.385625,1.1875,1.28
2023-05-01,Medellín,VINOS,139,5829,9339,152019.47,13129,11.67879749,0.09202148251,111,1064,1273,24880.02,2063,12.34455545,0.1762151991,0.9460686973,16.27791734,1.405825,1.602162,19.54439906,1.620581,1.196429
2023-06-01,Bogotá,VINOS,146,10782,16638,273553.8,22977,12.03041257,0.1067917778,138,2557,3139,62039.01,4930,12.71192783,0.2080333557,0.9463877333,16.44150739,1.380995,1.543127,19.76394075,1.570564,1.22761
2023-06-01,Bogotá,VINOS,45,114,157,2386.98,224,10.78341085,0.09472533898,29,67,90,1395.35,137,10.5139539,0.2138434999,1.025628508,15.20369427,1.426752,1.377193,15.50388889,1.522222,1.343284
2023-06-01,Cali y Bucaramanga,VINOS,94,1315,2014,36819.64,2810,13.03103933,0.1277621279,73,299,348,6445.63,536,12.26698633,0.1708514406,1.062285306,18.28184707,1.395233,1.531559,18.52192529,1.54023,1.16388
2023-06-01,Cali y Bucaramanga,VINOS,61,279,358,6539.16,465,13.77466179,0.1483772758,32,71,81,1475.12,121,12.06028369,0.1639507778,1.142150728,18.26581006,1.298883,1.283154,18.21135802,1.493827,1.140845
2023-06-01,Costa,VINOS,103,1485,2189,36288.34,3103,11.67615069,0.103789028,66,232,271,6525.47,474,13.4351773,0.2162932332,0.8690730633,16.57758794,1.417542,1.474074,24.07922509,1.749077,1.168103
2023-06-01,Costa,VINOS,83,662,965,22699.07,1436,15.71130551,0.1676933083,66,194,229,6576.83,398,16.29770248,0.1884137079,0.9640196548,23.52235233,1.488083,1.457704,28.71978166,1.737991,1.180412
2023-06-01,Expansión - Centro,VINOS,28,59,82,857.72,106,8.384127907,0.03373384091,20,61,75,824.54,116,7.093191057,0.08108815739,1.181996627,10.46,1.292683,1.389831,10.99386667,1.546667,1.229508
2023-06-01,Expansión - Centro,VINOS,21,37,42,457.72,57,9.149712121,0.04087532294,11,24,25,271.8,31,8.304821429,0.1071561563,1.101734962,10.89809524,1.357143,1.135135,10.872,1.24,1.041667
2023-06-01,Expansión - Centro,VINOS,29,45,55,833.44,84,9.679291005,0.05077928658,10,20,21,244.29,28,8.84844697,0.07048325181,1.093897159,15.15345455,1.527273,1.222222,11.63285714,1.333333,1.05
2023-06-01,Expansión - Costa,VINOS,23,72,87,1130.91,114,10.08668478,0.04784498722,13,25,33,341.4,37,8.974494949,0.1227650881,1.123927847,12.99896552,1.310345,1.208333,10.34545455,1.121212,1.32
2023-06-01,Medellín,VINOS,139,5702,9362,147087.47,13244,11.29603354,0.07562826778,121,1144,1324,26463.95,2240,12.03540642,0.2105829352,0.9385668538,15.71111621,1.414655,1.64188,19.98787764,1.691843,1.157343
2023-07-01,Bogotá,VINOS,140,11343,17719,284798.64,24250,11.92638999,0.1397769484,128,2279,2723,52048.62,4259,12.49693941,0.1869834474,0.9543448679,16.07306507,1.368587,1.562109,19.11443996,1.564084,1.194822
2023-07-01,Bogotá,VINOS,50,110,152,2197.5,200,11.11242424,0.1454628411,29,52,62,1024.11,89,11.49664021,0.1924296621,0.9665801519,14.45723684,1.315789,1.381818,16.51790323,1.435484,1.192308
2023-07-01,Cali y Bucaramanga,VINOS,89,1418,2175,39314.94,2941,13.33961892,0.1881702029,62,271,301,5046.44,425,11.95119611,0.1588981361,1.116174381,18.07583448,1.352184,1.53385,16.7655814,1.41196,1.110701
2023-07-01,Cali y Bucaramanga,VINOS,56,299,405,7383.61,533,13.58373602,0.1934999589,28,69,75,1403.22,101,13.66480453,0.2549248685,0.9940673494,18.2311358,1.316049,1.354515,18.7096,1.346667,1.086957
2023-07-01,Costa,VINOS,77,770,1147,27956.02,1747,15.90465074,0.2188797421,57,217,260,6159.73,412,15.07747782,0.2154436006,1.054861491,24.37316478,1.523104,1.48961,23.69126923,1.584615,1.198157
2023-07-01,Costa,VINOS,100,1531,2247,37859.22,3131,12.20857,0.1413166936,68,212,236,5088.44,384,13.1768834,0.2263342491,0.9265142321,16.84878505,1.393413,1.467668,21.56118644,1.627119,1.113208
2023-07-01,Expansión - Centro,VINOS,23,48,60,799.48,96,9.379589744,0.05920902464,11,25,28,335.33,37,8.572096774,0.2099199908,1.09420017,13.32466667,1.6,1.25,11.97607143,1.321429,1.12
2023-07-01,Expansión - Centro,VINOS,33,70,91,1341.06,129,10.25715409,0.0712216066,11,22,24,289.6,48,8.4566,0.1902267557,1.212917022,14.73692308,1.417582,1.3,12.06666667,2,1.090909
2023-07-01,Expansión - Centro,VINOS,34,81,122,1484.92,164,9.057849873,0.07635853802,21,55,71,858.53,146,6.691475309,0.09885473537,1.353640185,12.17147541,1.344262,1.506173,12.09197183,2.056338,1.290909
2023-07-01,Expansión - Costa,VINOS,24,62,88,1110.65,124,9.749857143,0.09016430166,13,37,47,503.17,68,8.343583334,0.1691649227,1.168545546,12.62102273,1.409091,1.419355,10.70574468,1.446809,1.27027
2023-07-01,Medellín,VINOS,132,6012,9843,152354.04,13943,11.11417306,0.1096524651,109,976,1166,23737.05,1946,12.45881397,0.1856139994,0.8920731206,15.47841512,1.41654,1.637226,20.35767581,1.668954,1.194672
2023-08-01,Bogotá,VINOS,139,10741,16783,264009.65,22752,11.76872698,0.09625451394,129,2802,3359,72575.78,5352,13.57941341,0.2029156748,0.8666594519,15.73077817,1.355658,1.562517,21.60636499,1.593331,1.198787
2023-08-01,Bogotá,VINOS,57,138,193,2618.49,246,10.8769403,0.1117583809,36,73,91,1639.29,133,12.36994898,0.2211605224,0.87930357,13.5673057,1.274611,1.398551,18.01417582,1.461538,1.246575
2023-08-01,Cali y Bucaramanga,VINOS,87,1265,1880,32976.19,2553,12.89071306,0.1206603349,63,301,351,7274.53,555,12.79271114,0.1668678547,1.007660762,17.5405266,1.357979,1.486166,20.7251567,1.581197,1.166113
2023-08-01,Cali y Bucaramanga,VINOS,59,274,355,6376.65,463,13.87969991,0.1613577033,28,55,60,1076.42,78,13.64499471,0.2001116554,1.017200828,17.96239437,1.304225,1.29562,17.94033333,1.3,1.090909
2023-08-01,Costa,VINOS,90,1465,2145,32385.05,3015,10.91032943,0.08696406665,56,217,245,4979.02,362,13.63243191,0.2221243267,0.8003215794,15.09792541,1.405594,1.464164,20.32253061,1.477551,1.129032
2023-08-01,Costa,VINOS,73,660,948,21683.89,1420,15.23739074,0.140255675,50,182,218,5348.19,338,15.76407133,0.2100958043,0.9665898118,22.87330169,1.49789,1.436364,24.53298165,1.550459,1.197802
2023-08-01,Expansión - Centro,VINOS,28,57,72,926.68,113,9.131686411,0.08909723992,11,25,27,344.2,36,10.06431548,0.1335537662,0.9073330852,12.87055556,1.569444,1.263158,12.74814815,1.333333,1.08
2023-08-01,Expansión - Centro,VINOS,35,106,134,1614.27,177,9.03687931,0.1051972747,22,49,58,706.96,82,8.860051282,0.1209262944,1.019957901,12.04679104,1.320896,1.264151,12.18896552,1.413793,1.183673
2023-08-01,Expansión - Centro,VINOS,27,51,64,842.12,85,9.530245098,0.1025360257,14,21,22,279.68,29,9.727083333,0.1233744785,0.9797638996,13.158125,1.328125,1.254902,12.71272727,1.318182,1.047619
2023-08-01,Expansión - Costa,VINOS,25,69,81,1232.84,103,11.79866279,0.1561114111,13,28,30,410.16,40,10.42266129,0.1626498099,1.132020169,15.22024691,1.271605,1.173913,13.672,1.333333,1.071429
2023-08-01,Medellín,VINOS,127,5658,9333,138196.6,13090,10.73453677,0.07203817297,108,1066,1235,25662.76,1969,13.12902684,0.1944122725,0.8176186168,14.8073074,1.40255,1.649523,20.77956275,1.594332,1.158537
2023-09-01,Bogotá,VINOS,136,11827,18112,305252.63,25131,12.33140319,0.1409245086,123,2545,3015,59744.95,4779,12.71405286,0.2031290036,0.9699034076,16.85361252,1.387533,1.531411,19.81590381,1.585075,1.184676
2023-09-01,Bogotá,VINOS,63,155,249,3461.43,324,10.94825249,0.1244748858,34,70,82,1591.67,132,12.19448276,0.215961098,0.8978037613,13.9013253,1.301205,1.606452,19.41060976,1.609756,1.171429
2023-09-01,Cali y Bucaramanga,VINOS,84,1350,1982,36749.1,2698,13.60902463,0.1885570621,66,285,330,5804.91,482,12.22299855,0.1902857642,1.113394932,18.54142281,1.361251,1.468148,17.59063636,1.460606,1.157895
2023-09-01,Cali y Bucaramanga,VINOS,63,310,415,7084.26,505,14.02416096,0.1956090202,29,71,85,1272.65,118,11.30314607,0.1455689292,1.240730755,17.07050602,1.216867,1.33871,14.97235294,1.388235,1.197183
2023-09-01,Costa,VINOS,98,1602,2394,40151.88,3345,12.15923088,0.1348453002,58,238,264,5297.65,424,12.83251482,0.2209498649,0.9475329703,16.7718797,1.397243,1.494382,20.06685606,1.606061,1.109244
2023-09-01,Costa,VINOS,71,725,1088,25737.47,1605,15.88068689,0.2280540321,49,174,215,5256.02,347,15.15738723,0.2237913285,1.047719284,23.65576287,1.475184,1.50069,24.44660465,1.613953,1.235632
2023-09-01,Expansión - Centro,VINOS,27,55,73,882.37,91,9.949155844,0.1129996429,11,25,34,353.15,57,7.317689189,0.3374774046,1.359603501,12.08726027,1.246575,1.327273,10.38676471,1.676471,1.36
2023-09-01,Expansión - Centro,VINOS,24,64,87,923.81,119,8.474061594,0.07774209261,8,21,24,378.65,77,5.82247619,0.2346429075,1.455405109,10.61850575,1.367816,1.359375,15.77708333,3.208333,1.142857
2023-09-01,Expansión - Centro,VINOS,34,104,134,1651.91,181,9.700941781,0.07396222008,21,66,79,1210.34,132,9.049596296,0.2148584378,1.071975087,12.32768657,1.350746,1.288462,15.32075949,1.670886,1.19697
2023-09-01,Expansión - Costa,VINOS,32,87,117,1853.22,155,11.79627119,0.1152768912,16,38,47,408.19,60,6.838368794,0.1886863994,1.725012432,15.83948718,1.324786,1.344828,8.68489362,1.276596,1.236842
2023-09-01,Medellín,VINOS,128,6056,9916,162257.88,13696,11.90680125,0.1323552865,106,1080,1225,22936.81,1928,12.15713588,0.1993497595,0.9794084205,16.36323921,1.381202,1.637384,18.72392653,1.573878,1.134259
2023-10-01,Bogotá,VINOS,131,9765,14987,236660.56,20516,11.7210581,0.09016358134,122,2521,3044,60232.74,4745,12.7432946,0.2289153496,0.9197824003,15.79105625,1.36892,1.534767,19.78736531,1.558804,1.207457
2023-10-01,Bogotá,VINOS,48,124,194,2590.46,275,10.08983333,0.100742011,29,51,61,1014.48,85,12.4394086,0.2155368444,0.8111184105,13.3528866,1.417526,1.564516,16.63081967,1.393443,1.196078
2023-10-01,Cali y Bucaramanga,VINOS,86,1065,1632,28827.69,2258,12.73954803,0.1287245812,63,327,385,7688.25,631,12.38622853,0.2441881733,1.028525189,17.66402574,1.383578,1.532394,19.96948052,1.638961,1.17737
2023-10-01,Cali y Bucaramanga,VINOS,53,266,356,5599.71,446,12.67329759,0.139279331,32,99,119,1960.77,169,11.67881614,0.3033506638,1.085152591,15.72952247,1.252809,1.338346,16.47705882,1.420168,1.20202
2023-10-01,Costa,VINOS,70,664,952,21726.96,1401,15.39398909,0.1559143734,50,188,230,5261.06,362,14.64231179,0.2663596044,1.051335972,22.82243697,1.471639,1.433735,22.87417391,1.573913,1.223404
2023-10-01,Costa,VINOS,94,1370,1997,32677.12,2784,11.9186311,0.09876385593,65,253,307,7090.44,527,13.28524004,0.2763918657,0.8971332895,16.36310466,1.394091,1.457664,23.09589577,1.716612,1.213439
2023-10-01,Expansión - Centro,VINOS,25,62,78,1048.26,114,9.376264368,0.1012029811,11,35,39,388.44,44,8.755121951,0.2723547462,1.070946175,13.43923077,1.461538,1.258065,9.96,1.128205,1.114286
2023-10-01,Expansión - Centro,VINOS,40,90,124,1610.59,176,9.535217391,0.06741552817,20,57,72,1084.89,128,9.509176245,0.1901939607,1.002738528,12.98862903,1.419355,1.377778,15.06791667,1.777778,1.263158
2023-10-01,Expansión - Centro,VINOS,31,75,107,1204.33,130,9.265870206,0.1017818076,13,24,29,542.77,84,7.275451178,0.243016954,1.27358015,11.25542056,1.214953,1.426667,18.7162069,2.896552,1.208333
2023-10-01,Expansión - Costa,VINOS,26,105,131,1933.3,191,10.5631203,0.08913848511,16,41,57,777.72,84,8.858168103,0.1879112777,1.192472324,14.75801527,1.458015,1.247619,13.64421053,1.473684,1.390244
2023-10-01,Medellín,VINOS,123,5263,8765,137418.49,12260,11.29723121,0.08050067325,106,1158,1426,28894.57,2422,12.2651233,0.2297703849,0.9210858247,15.67809355,1.398745,1.6654,20.26267181,1.698457,1.231434
2023-11-01,Bogotá,VINOS,130,10590,15849,277206.96,21206,13.18271855,0.1213088144,123,2679,3259,69727.69,5146,13.56980872,0.2089014893,0.9714741621,17.49050161,1.338002,1.496601,21.39542498,1.579012,1.216499
2023-11-01,Bogotá,VINOS,51,117,203,2571.46,275,9.636180885,0.01849018501,27,64,72,1513.39,124,12.60746444,0.2231041637,0.7643234631,12.66729064,1.35468,1.735043,21.01930556,1.722222,1.125
2023-11-01,Cali y Bucaramanga,VINOS,87,1304,1909,34678.51,2669,13.07534075,0.1251065345,69,312,351,6550,543,12.3137669,0.1601429955,1.06184735,18.16579885,1.398114,1.463957,18.66096866,1.547009,1.125
2023-11-01,Cali y Bucaramanga,VINOS,59,277,373,6754.98,517,12.97840041,0.1239343368,29,74,84,1439.08,113,12.95773596,0.1781845111,1.001594758,18.10986595,1.386059,1.34657,17.13190476,1.345238,1.135135
2023-11-01,Costa,VINOS,85,1394,2047,35321,2856,12.47015578,0.1139853983,55,232,261,5298.24,408,13.01885573,0.180617562,0.9578534426,17.25500733,1.395213,1.468436,20.29977011,1.563218,1.125
2023-11-01,Costa,VINOS,67,662,956,22307.83,1381,16.07300146,0.171774926,53,229,282,7796.38,498,15.52611319,0.2421824871,1.035223772,23.33455021,1.444561,1.444109,27.64673759,1.765957,1.231441
2023-11-01,Expansión - Centro,VINOS,30,65,94,1415.88,124,11.61508488,0.1705613193,11,21,21,294.94,28,10.86227273,0.1181729243,1.069305215,15.06255319,1.319149,1.446154,14.0447619,1.333333,1
2023-11-01,Expansión - Centro,VINOS,25,62,74,1066.47,119,9.527835498,0.08670446712,10,24,26,276.16,39,7.99175641,0.08074760976,1.192207946,14.41175676,1.608108,1.193548,10.62153846,1.5,1.083333
2023-11-01,Expansión - Centro,VINOS,31,91,133,1577.76,171,9.37130137,0.09196058967,24,73,100,1287.78,141,9.260326861,0.08412558717,1.011983865,11.86285714,1.285714,1.461538,12.8778,1.41,1.369863
2023-11-01,Expansión - Costa,VINOS,30,70,90,1625.35,122,13.10722043,0.1406766283,15,24,35,413.37,52,7.496981982,0.08314107602,1.748332924,18.05944444,1.355556,1.285714,11.81057143,1.485714,1.458333
2023-11-01,Medellín,VINOS,118,5597,8943,151092.53,12723,11.92351428,0.1012868536,111,1243,1471,30951.33,2348,13.34796233,0.1803644712,0.893283483,16.89506094,1.422677,1.59782,21.04101292,1.596193,1.183427
